,order_id,total_time_prediction
0,f629881954df817b768c981ad52c56ce,117.16184077305104
1,4d322b65c5ff3c0ab5a68661fe499c33,69.40162245806005
2,7ebab6283d87c169291afd709bd9b4d7,116.3951680428744
3,123bb583303cacd65ae42cd85bdf7694,84.37641427160153
4,f4b7a5bbd3582dc0fe1d85188e792860,51.18960553215612
5,6524fba0a126c5967e4db44221b02fc5,95.04881059545744
6,7062f976e809b9359859f78c44630cf0,53.788256018814295
7,28bbb5a282b8cd339c0fcb9b94013db5,60.66130652520908
8,78f8009702d808c6ca11a0944ac9c3e6,92.85840132915283
9,965e0defd4ead563eadc1a7c34b4edb7,70.67464580701103
10,49845e33bd5460f98688897bc4c15901,64.87745875863222
11,d4a9ae159d3d5e849f378e58d2b77158,85.98265589787984
12,16c3e255c1672442d7fb85e2838e04ee,63.244934378858794
13,3e09a9311c8751a35a69a30dd2d8cc42,142.61091834733799
14,ea3e91b7044baf9edab6bb354c4e12ef,129.9956651566735
15,7cc742a7e52a2ac5a2e127de603f5747,125.70911769360053
16,150bd9290b2125e67541098173e2cfb1,102.99091923053898
17,79067ae34757e7033abf6e6af15d65b6,67.07864129470713
18,c5e0d58824d77bc13c33118db1a6110b,96.57613825950322
19,4fcbdd61194e6bfe7dd859415f43da58,47.673629984932845
20,613aa2b12a93506f8e9c657be0cfc8b4,83.25221854141245
21,0c2d71097624abc6ae88d52d8d0f7db0,57.81766114671269
22,efc9c37e922fd9bd81a793866123c83e,97.75648359033599
23,aac2343e862ae3a022c503ac7e574f01,67.61086781964909
24,f59f1ae0d89814bd0f94c4080678b7cb,49.00634757288032
25,0bf2b8da783570615c464c78fcf0ca3f,115.1614580606537
26,b13c87e52222ac3e4d4174d20479dab6,85.01637708525597
27,4c1ef4c641976ddf4062fde1887677ec,82.20587871741787
28,afed17b48e2276e0fd5a0c967bbdf9cf,74.5775150956662
29,8a4f8e362801ad18ed00b876e7bd1d82,111.22788646962094
30,6a0d896b618a3faae23c9e97b951a143,73.9749700740089
31,d310cd2b3c99fcd329a6b06238580fee,89.23050346353605
32,b4a06cc94a27856c5093faabcbdce390,54.88956813621257
33,8dc0febcfdb32aa34789fc190383175f,80.77058436303848
34,a4288a7c97f435af970b1bba6205ae54,68.90165990571681
35,e317d337ecf7b2fea965fdecc096d5c6,76.5723395568003
36,bac3023b1190c00dc020c558952bf348,94.72077729017033
37,fcc913edac1da9685a4cb23ee34c7ebe,117.98827225638014
38,0cbb33c0b8bc5ef25779128ff0d9b8a1,68.76606822142321
39,b3c73e8e054a858c18de47eeb47fcb0b,91.50925200393317
40,6a517c0b810becf4b3f0aee8e068a785,68.59514563296443
41,dc763a8e25d2343c6fb279905cfc40ee,73.10534513582185
42,f67e4c71cf46ef411d244e86943ecae1,104.91674671482335
43,1a19221d2ea4041b9f29d22b4946f264,106.98247141688921
44,93d30249cf385540ec47df8624062684,106.47602078178194
45,99ff66396b2736a42a7744075ec7fa1c,87.90525875483075
46,8268c68eafaf43f2eaaaf6bd2367a0e9,53.34626288740556
47,dd1c0cdcf9a72c694441b006314fa560,72.77187129222384
48,cb4d4a2e3702148cd3cc192e890280b0,135.2356946394057
49,5fb0c1bf4cada8a0f2b6fa35d02b4fdb,87.75069961490831
50,24d3c77a3a16a2d9fd455e0c64b0726a,83.39293291889126
51,42d541d2cc98f58ae2c8b3b8baf17b4e,56.82024002101099
52,4a4f9eec6c686215e5306fac8a78f0d6,71.41102317891301
53,6dae6ab972a2d4e3909093435760967a,139.45783074759584
54,6ed112486894a5c2a0741d1dc9485e58,84.19814903193569
55,06ecf2c686b9dc37314f65249cacd3b0,160.24593331154944
56,c0cfb0b8ae2b0a445c8bbff0ee208273,120.09085250123142
57,bf3c2b18c9d6817f2efef84f78897c47,113.7445586016001
58,1b44fa7aa056b6713d41af3068bc0fe1,87.64896811341632
59,db6ca66120cc1361e92b56c0517574b0,113.71765415284183
60,1d06d5c786268984b1f90b2db7c1830f,121.53807023756805
61,bc1171e36e16e1b85c25f424664a1e1e,89.19388061208738
62,ddf76dee29a18bdd88a04f8aef2e82ff,93.38167636525564
63,c539a78331fc925bf3f22d2f7c56543a,70.1317919092594
64,776136611aa2ffe63d476be7c12075f7,65.71592342559431
65,eeaf9fd9ae12c366fa14b78538fa9a1c,75.42542014586502
66,cb4edeec109ca2313a1835d79c68de20,50.96530687615893
67,8c1ae4e4abe2574b53bf427d8545bf87,100.94508652604665
68,82bf985b9755679fe7d8a42b436ceb2a,69.84341669614105
69,e0456f270d70cd10f943fe4c54ecc66f,114.25701681219147
70,dc96ae1d4047887789b4d1b0ee109240,61.31497077692968
71,2ffaea7ce4a6dfb693d0dc146d492172,100.8370907880853
72,bc4ed88821ac4f7c05729d3f129daec0,84.25813869698143
73,7e4856caac7bd55549b6148cbf1749ab,61.69762626013118
74,d5ae4b0fea3363466bd790403ec2e7a2,82.77023050795671
75,6c19b980c37af60f19930b838b384a57,153.71373076895472
76,0e765c50f496c636d04318bc8d62e09b,56.20468844564881
77,5da6222e48e7bab3fa777744232b8950,84.52250712562356
78,90d000ea28bd1fe42a476320980c9189,79.22987007634919
79,cfec0ea6a08d9f3bf837363269fb4a32,80.28094797603609
80,d195e87dad88eb7d0a1b79d37843cef1,109.05803776906971
81,62f4b6abdfc38bf502a77e01391701b2,59.25695311617583
82,cc0f6699c9c05a483abd2baf35c3585c,69.0931159519921
83,5f60117578565c33bb53aabf95180fcc,104.3700415173126
84,7f1675df8ad5e14a71f3fd34747f1525,56.14916672107499
85,910c94095197eeb0e513afacc472bef2,120.69368772404039
86,2a9c76277e48ab854b0f49221bb0813d,58.04466498493916
87,a9ecc5a48e0fceb25fc8c2d2aeb13c85,80.4019971957297
88,096e86be65dd299dcc5791a57aaf4acc,86.24225975696696
89,054379a3733530ae444e964467884d07,151.9351315007136
90,4890af337fa8b56b61faed8a92d039ff,138.7746782067012
91,828fae52d82ef561044e834a3471654a,90.50887658677114
92,c05ddcd1527d5676685197f57fff2324,92.33940461251518
93,2381df57bd0a15f19e270be72590f459,65.44245587705089
94,b4677552ea18d9f0b172e931c0e8e9b0,142.3032602423609
95,a00db061c605cc0322171c8012460125,72.22921503662779
96,90315a902be07c8355b3b29c43d4af0c,61.36981828060389
97,8e445068b52024d327f396451523e6b3,108.60818211427804
98,5605d14386e6e0316086aaf29773d05a,81.3264492741169
99,be727d73b5f666300cb52d3963516579,81.52676757911811
100,00b2105a5bdcf5a556dffeada72353cb,68.35553455531586
101,6afe3288d50f6b61c99dbcd5d7f3eec1,73.0028353004117
102,7c6583b14685bd56265d6274545405a9,162.92828637577085
103,1048da1c7ef1df5f3be3d3e63f11a7b1,70.84154873864819
104,338996aa5ed976b0d1d7e8c2038c5e35,94.39358510953828
105,5964b5374a67fe2cc7ea8d2d77db10d7,89.86787243591188
106,84972f4c089cce240fe6140d0b199dbc,93.57150667821958
107,46746aa4000396a3dde560bb99b284cd,99.43468980530027
108,a145e13a19ce99e8a7de1ef86826ec7e,110.61725700292612
109,1efd96279d8b7d3dad34a88611aaf232,130.40510816078924
110,0bece5648c9d3c38295ac66833f6c414,49.68917343414257
111,965a787a49c195a32baf62dbf3a7e16c,73.65818326652877
112,411ae76f30cd1335b8dc9accb811afa5,68.3360014421857
113,6c5b325e79e3de628be6bcdbbe363b72,85.62941975989489
114,471f47245001ed6dcaa21562791a85c9,117.74340032686524
115,de52398c662804c69ff3b03966c29277,63.277002503424924
116,8e2aebe335abdd0d35a388b7c59249d2,136.71706878633867
117,2e2a7aa53fa75dcc157c92032cee1681,115.96187889551703
118,0b8fb527a00568db2036adaad2d8dbf1,49.0855258264183
